47	1	37
69	48	50
39	46	90
23	56	100
53	69	42
53	40	15
1	20	6
57	46	13
57	35	83
44	74	59
69	94	7
32	52	45
62	28	27
76	75	85
17	79	58
32	47	55
32	11	51
81	10	62
94	42	61
54	57	68
98	59	1
54	45	72
93	67	44
28	6	92
87	27	33
86	11	64
31	91	9
22	21	23
79	96	85
9	96	9
17	80	83
78	35	56
50	61	32
52	33	50
19	32	80
18	84	76
36	93	26
48	36	40
9	15	98
97	62	22
41	52	76
78	43	36
80	41	85
1	93	56
53	69	29
38	94	37
22	77	35
84	62	68
3	89	2
46	40	85
40	27	48
97	8	37
25	44	79
98	79	57
54	54	42
35	55	41
2	47	60
39	80	57
27	77	65
67	85	74
11	86	48
70	77	63
65	20	40
96	64	34
40	50	18
5	84	41
37	68	46
85	11	41
37	22	22
23	71	4
1	5	72
5	9	82
100	86	78
78	93	14
12	64	91
58	11	15
89	86	70
60	48	33
69	42	78
37	73	69
13	29	93
8	24	92
31	39	42
25	87	28
76	68	75
23	38	8
47	60	68
96	81	22
33	31	59
36	25	86
39	48	96
10	65	55
12	100	71
69	67	43
80	21	61
58	23	87
57	43	41
2	39	20
15	73	53
57	12	86
32	22	64
30	15	12
36	60	34
81	14	57
1	74	2
17	66	6
37	2	17
41	13	38
65	81	71
44	65	82
22	93	4
2	79	43
16	63	8
80	96	32
24	15	70
45	34	3
4	65	41
28	77	96
71	1	82
35	83	31
64	75	76
24	57	67
30	90	59
86	64	85
78	32	46
63	5	86
89	66	96
61	18	63
16	6	27
48	74	97
79	8	58
45	19	40
9	7	13
19	56	3
85	71	25
100	18	86
18	89	85
38	27	18
90	53	31
98	94	48
25	30	77
53	81	39
72	16	97
25	99	44
43	12	32
34	18	63
13	8	79
61	25	41
62	21	41
28	82	49
4	2	5
34	41	89
53	7	69
17	87	11
92	68	63
1	91	97
100	94	62
81	62	89
60	95	25
71	80	47
13	10	15
54	95	83
11	27	68
71	93	68
85	63	81
22	8	36
6	41	26
4	87	35
87	20	43
61	50	48
69	81	32
66	34	79
23	1	17
58	83	15
4	14	69
33	23	46
60	93	33
74	65	71
62	70	68
18	93	84
52	73	56
20	73	39
31	51	18
62	13	68
66	66	7
28	15	1
40	69	32
43	80	88
1	45	75
35	4	20
37	24	40
99	35	47
91	2	33
82	44	85
84	16	7
1	19	46
15	13	58
19	55	74
1	57	57
29	35	95
70	63	91
39	75	61
95	86	6
83	69	97
17	88	36
86	79	23
7	12	98
97	90	83
91	91	16
27	70	82
69	81	11
47	71	100
97	92	21
30	95	62
31	65	32
23	64	82
40	21	72
89	65	29
19	75	58
47	13	97
24	80	82
40	100	24
4	32	44
78	52	70
22	16	85
94	64	74
25	93	35
83	21	11
93	73	51
23	98	89
21	36	40
85	100	52
17	11	54
13	63	7
14	56	97
47	94	12
75	37	76
100	30	94
60	91	74
26	51	11
41	73	20
40	33	11
23	49	93
59	55	14
61	9	40
60	72	69
86	68	4
28	3	53
7	58	78
57	21	48
83	18	18
28	39	20
91	59	56
4	58	84
61	15	50
1	54	41
73	43	3
13	63	87
16	28	65
85	55	65
91	93	57
91	63	69
16	14	51
64	88	91
69	59	35
68	25	71
65	55	93
51	64	5
90	97	54
46	50	67
78	66	7
9	82	28
32	52	42
16	35	94
3	81	8
66	21	12
68	64	53
25	26	54
55	71	53
32	3	34
80	61	69
76	59	66
17	48	31
70	63	53
81	83	70
33	8	83
82	12	70
70	58	39
56	40	50
19	71	8
5	81	30
41	90	86
77	19	33
35	69	28
13	73	75
80	57	60
96	76	71
38	85	38
17	9	90
70	27	82
42	59	43
5	41	87
39	97	56
46	55	47
70	49	54
8	61	66
34	22	54
78	30	8
34	47	73
11	97	58
11	75	47
73	20	90
73	41	48
14	76	67
67	12	55
82	46	26
99	44	67
22	22	56
44	59	2
9	13	40
69	70	21
64	88	9
28	7	67
31	38	37
40	3	39
53	56	93
86	88	56
95	66	3
94	55	56
92	97	12
83	3	74
67	82	84
12	49	56
82	97	26
2	24	47
22	1	32
96	60	68
75	4	41
60	4	32
93	14	4
64	48	70
78	83	79
2	85	96
87	53	31
61	71	49
23	69	28
78	19	51
83	30	10
53	50	42
54	57	14
37	100	71
16	58	17
81	43	53
62	67	33
49	76	40
25	12	81
47	19	53
79	86	13
52	12	70
54	84	33
73	47	40
99	22	82
91	25	62
99	49	73
2	39	38
87	63	44
85	83	81
26	82	54
39	68	87
43	61	4
31	9	21
79	52	6
9	33	75
40	9	69
24	1	19
76	95	60
19	94	42
80	23	21
38	6	27
56	5	60
98	97	20
8	100	19
90	57	48
93	69	13
77	75	80
75	54	51
94	98	12
31	36	63
9	35	47
84	8	78
38	69	99
36	49	86
57	49	58
13	23	53
46	62	15
4	94	19
71	45	98
73	34	56
1	88	97
79	97	43
91	3	85
25	28	31
23	22	31
33	32	47
77	23	16
99	15	45
72	51	21
14	94	49
22	63	84
83	89	14
34	100	70
12	89	15
77	54	58
46	80	4
64	66	20
10	34	30
75	81	47
28	20	64
45	40	37
85	64	64
10	52	62
58	21	91
40	75	17
65	71	26
47	84	38
98	94	3
63	12	59
55	56	58
72	29	23
63	18	94
30	77	56
31	53	100
90	71	93
16	76	90
2	79	25
72	31	21
88	78	56
25	31	86
35	79	39
24	86	78
34	69	21
64	50	33
49	92	60
44	23	41
5	47	83
47	73	9
41	10	87
29	97	46
67	83	81
6	10	18
53	59	28
69	7	91
12	43	28
21	89	9
31	31	55
50	36	89
58	53	49
8	15	65
89	75	79
38	67	91
17	22	89
43	55	65
86	49	85
69	90	77
52	8	71
62	95	28
15	69	20
55	82	20
6	90	24
6	89	3
24	13	32
72	91	1
31	71	48
75	34	41
77	77	4
3	50	19
35	100	86
51	96	94
98	79	35
27	1	26
43	81	16
53	11	96
8	34	64
30	8	61
29	73	86
80	19	59
54	12	89
75	42	34
56	22	89
13	45	83
83	53	22
21	46	75
73	80	56
19	39	69
22	55	16
25	92	15
14	31	17
1	35	27
23	18	68
18	58	53
47	51	77
33	97	25
47	46	21
83	76	71
28	81	12
12	17	92
28	80	12
48	80	74
31	11	99
85	4	13
75	3	84
33	83	86
58	13	24
18	44	47
15	26	8
54	73	63
72	35	52
48	53	4
48	74	95
61	38	27
34	32	7
56	85	23
98	14	27
65	88	4
93	49	42
61	12	52
44	57	98
86	47	57
8	7	12
14	25	15
62	73	18
84	77	87
9	76	59
20	75	48
82	82	10
90	44	92
35	54	54
90	36	46
14	27	87
27	59	2
4	94	31
46	89	31
7	65	60
68	17	27
4	11	88
96	73	17
83	65	60
2	47	53
42	31	70
92	50	96
11	43	60
3	75	95
25	7	3
85	56	20
72	75	96
87	63	91
76	56	26
59	60	97
49	98	34
67	86	9
83	59	78
25	98	20
2	43	5
69	99	30
27	34	8
63	59	89
66	79	52
91	77	70
31	4	2
66	42	67
90	41	47
85	4	39
33	43	91
5	90	45
85	15	17
30	92	66
94	72	83
38	84	68
22	89	57
28	32	45
5	92	61
72	38	30
1	3	87
63	56	78
59	53	94
92	18	6
60	74	94
42	79	91
56	70	44
77	52	85
26	23	22
82	65	39
26	23	54
38	23	64
40	95	47
66	42	8
22	57	48
20	39	78
24	72	40
1	88	50
77	91	32
63	57	37
86	70	65
99	74	21
70	51	61
54	29	69
64	70	4
95	41	31
41	10	88
83	72	78
79	96	90
75	38	40
56	13	30
6	51	63
17	99	45
79	51	72
63	32	54
54	37	90
5	87	25
63	11	14
12	7	99
29	81	58
70	21	100
56	57	23
40	38	67
52	78	11
68	37	30
25	32	63
6	48	60
17	63	19
59	79	33
81	51	23
54	40	6
40	87	67
94	36	27
43	88	49
49	43	85
8	61	2
83	97	54
84	72	5
21	93	19
44	55	38
38	66	90
54	99	73
56	40	85
51	7	98
81	35	78
5	91	35
6	89	62
94	22	80
56	18	27
15	10	87
53	76	8
87	53	17
54	64	6
6	75	91
48	68	20
13	65	75
83	67	2
8	91	3
78	53	50
4	57	89
50	71	41
79	62	31
52	78	33
13	86	25
53	35	37
87	62	66
87	25	5
21	71	80
40	77	98
63	68	75
31	67	1
77	53	98
7	42	36
41	25	68
34	73	63
60	34	37
17	17	33
72	27	83
32	59	30
5	83	59
67	97	64
43	61	21
21	79	15
4	67	36
88	49	87
15	71	28
45	91	9
90	76	71
73	33	77
52	82	29
41	17	12
23	79	23
90	82	100
55	22	35
8	81	75
13	24	48
66	57	11
71	88	10
48	2	52
13	24	1
90	44	31
36	36	38
91	8	55
93	65	87
77	31	50
94	46	63
41	38	86
99	97	72
48	98	31
100	70	71
32	11	80
17	90	94
90	20	30
26	74	39
91	40	15
2	5	1
49	14	71
44	88	73
75	72	100
55	66	96
21	87	32
97	34	42
39	12	65
4	99	52
100	57	22
8	89	4
57	43	42
19	71	20
65	77	4
68	31	11
9	100	38
73	96	17
96	73	57
35	96	23
59	7	72
51	3	12
92	86	62
38	57	81
38	54	51
54	27	10
12	44	44
76	22	67
96	10	60
15	28	20
61	22	41
25	58	87
43	74	46
58	89	56
76	10	52
14	40	28
48	35	52
69	26	5
26	98	24
57	81	55
28	91	64
42	47	4
26	91	74
6	96	43
78	51	100
70	44	66
97	16	95
81	5	79
92	88	49
91	59	86
70	76	62
43	51	99
87	64	87
59	83	97
97	50	91
43	11	33
41	33	73
62	42	41
57	36	6
65	59	7
45	53	67
82	38	19
15	71	25
64	51	82
5	35	39
9	19	88
88	93	23
73	64	7
48	56	60
56	27	74
24	70	76
54	95	8
85	34	54
30	10	50
61	2	41
69	69	57
63	81	34
57	78	32
85	39	15
46	38	9
17	65	16
66	22	97
27	42	52
73	96	55
85	58	53
12	52	7
64	55	92
31	73	2
9	9	88
71	98	40
50	34	59
74	71	54
58	60	71
23	62	2
12	10	26
19	19	46
21	28	28
94	98	11
24	36	97
40	21	33
56	81	2
86	87	7
83	10	13
76	63	63
66	71	19
86	54	49
92	1	35
59	59	100
100	79	45
65	80	27
45	74	74
33	65	10
6	62	65
31	47	32
53	3	56
56	46	9
55	29	3
49	98	9
99	21	73
15	31	75
62	30	7
8	5	47
65	72	17
80	83	63
65	50	37
68	43	80
26	60	90
11	18	47
90	77	91
42	35	5
81	3	44
23	34	91
32	88	86
33	77	51
71	58	93
16	42	80
60	6	28
97	61	11
22	16	33
60	68	64
49	54	100
8	68	96
79	74	14
29	47	100
15	90	13
17	55	16
15	92	86
10	11	71
7	5	47
14	75	8
72	21	27
23	15	67
15	49	37
39	72	44
88	98	24
42	8	72
36	57	88
33	71	62
43	26	64
86	75	45
14	64	90
57	15	64
85	64	73
100	7	63
93	2	52
56	6	28
81	88	10
82	18	67
40	100	8
91	12	83
56	92	48
27	32	4
11	27	91
27	22	86
63	71	49
13	25	68
93	68	88
11	56	10
46	32	24
54	23	71
62	11	1
49	1	27
17	11	10
65	90	35
6	9	30
38	53	79
82	5	100
12	93	93
77	37	71
52	6	65
16	81	20
72	74	32
100	70	96
94	40	99
63	69	42
28	34	95
72	17	28
68	31	72
29	72	1
37	94	78
88	79	85
17	81	21
32	7	77
20	91	66
14	75	54
55	16	75
46	61	39
31	29	25
10	42	98
80	25	84
94	58	77
7	92	14
37	9	29
37	88	48
55	80	60
94	64	2
7	46	13
41	59	94
31	97	8
28	57	3
10	57	59
75	88	32
34	70	66
61	44	65
21	13	59
38	27	14
66	68	13
36	57	29
59	99	5
76	56	69
7	99	6
85	85	42
9	17	53
35	3	57
60	44	53
87	88	70
89	52	2
3	66	18
48	99	72
3	85	81
24	83	5
83	3	59
73	7	43
26	39	70
40	35	12
74	52	97
79	98	82
27	4	51
33	3	38
67	70	7
10	71	74
33	7	18
28	89	25
6	76	88
77	90	4
9	41	22
76	51	72
4	80	27
25	50	39
96	20	50
59	85	37
15	83	9
20	72	87
87	27	81
54	65	24
40	98	70
33	45	30
77	4	76
27	27	53
27	48	94
90	11	51
43	91	98
62	39	57
45	49	6
74	67	74
63	1	56
20	53	5
46	82	62
93	23	29
83	65	27
2	63	33
68	20	93
11	14	96
39	91	30
81	70	15
76	1	19
84	25	90
80	15	27
52	59	58
75	91	82
2	21	79
42	59	76
41	83	99
55	12	18
48	19	16
36	90	100
47	75	12
20	37	87
79	73	16
38	16	35
79	49	79
61	5	12
26	36	41
79	8	18
56	85	30
68	11	38
67	15	79
80	81	92
89	73	71
66	60	26
30	13	59
86	69	97
48	47	75
99	93	59
17	34	75
48	18	53
60	39	10
78	49	44
40	31	26
50	78	30
99	44	15
1	16	57
30	83	9
97	6	87
47	64	16
26	62	68
57	96	48
57	28	80
95	100	44
77	5	44
1	85	19
80	37	47
13	31	84
95	57	50
92	71	47
99	41	65
38	51	38
31	62	1
66	100	95
51	51	93
31	68	100
28	72	25
4	75	23
29	84	70
17	84	50
26	100	54
59	24	49
53	97	42
48	18	47
28	87	17
80	82	48
90	38	33
72	10	63
98	1	51
38	60	81
82	78	42
5	91	81
15	63	30
55	35	57
34	23	27
6	63	9
97	80	46
42	99	33
27	32	16
22	84	1
59	61	52
40	54	66
34	24	45
3	32	76
15	32	50
40	82	67
36	81	51
1	52	25
50	58	48
39	30	1
65	50	64
24	17	89
4	84	30
8	60	55
55	80	59
40	98	16
59	13	76
67	50	24
86	63	77
32	81	72
63	10	54
46	88	34
77	74	66
2	99	68
1	97	57
58	54	87
54	76	84
95	31	49
80	83	71
25	70	24
47	64	48
95	63	49
14	28	66
71	68	23
92	16	92
56	89	61
32	93	14
69	33	91
23	80	100
83	99	90
79	44	43
100	66	76
7	94	59
88	61	54
38	64	50
95	29	28
99	68	98
40	83	86
87	57	73
77	3	98
29	70	31
21	85	94
95	27	88
43	17	41
43	71	34
65	20	87
35	56	48
78	76	45
49	87	21
65	64	50
59	77	10
47	15	55
14	44	85
19	76	79
13	48	42
99	1	62
5	80	79
88	36	28
3	86	46
41	92	52
97	37	16
14	74	56
12	29	40
21	40	26
62	63	96
82	70	30
55	39	25
84	16	31
24	53	43
14	70	30
71	82	75
8	80	68
8	47	50
20	4	42
64	67	85
20	57	23
22	77	7
37	17	49
52	21	78
58	6	7
81	34	77
49	70	44
38	82	55
6	23	23
47	94	77
35	88	7
79	20	80
1	93	64
27	17	32
55	95	29
94	29	67
53	11	74
94	94	67
11	58	18
80	16	90
90	96	79
77	92	9
86	67	43
19	29	96
51	80	46
53	97	33
48	61	79
55	26	21
47	68	65
17	68	100
22	93	76
73	83	58
81	55	24
69	45	25
69	3	32
56	79	5
41	96	97
60	69	21
82	60	57
22	27	20
63	45	82
29	4	63
76	84	73
44	75	89
90	33	76
76	63	3
95	40	98
74	88	18
63	79	91
98	48	34
59	51	98
12	87	82
10	50	42
68	43	20
68	74	59
84	46	90
92	96	54
46	56	94
49	43	88
23	74	91
47	66	48
35	89	54
44	10	52
79	21	9
31	39	32
78	28	55
1	57	54
40	40	68
78	8	31
4	94	39
63	10	53
75	10	70
13	2	21
32	58	29
77	61	80
61	50	52
64	39	24
85	84	62
37	94	41
63	15	41
58	61	91
68	27	88
4	42	98
15	7	57
44	45	94
46	43	93
97	79	73
1	71	11
72	58	11
72	97	45
78	44	83
100	90	96
8	28	2
54	19	77
97	53	91
88	16	98
57	73	58
2	39	75
46	76	57
27	12	17
2	20	33
2	39	90
71	83	51
75	95	39
48	59	18
41	47	88
25	22	86
33	56	64
27	13	48
92	61	84
54	66	100
24	83	55
54	72	41
47	4	11
33	47	45
23	86	62
12	87	2
58	40	42
4	17	10
51	86	48
50	67	45
67	35	32
24	13	85
85	20	25
40	15	24
56	27	29
8	8	86
89	1	32
69	63	83
43	73	40
55	13	10
87	42	46
38	55	39
3	24	37
8	56	63
91	99	100
10	6	92
38	66	12
29	59	2
19	80	36
70	36	100
88	12	1
58	1	27
66	50	83
1	4	65
11	78	70
25	46	71
52	56	41
43	55	45
51	8	47
36	46	60
41	49	8
86	21	55
49	38	45
27	7	27
53	93	26
66	55	64
5	97	48
64	24	78
71	64	84
87	68	77
86	66	72
43	55	71
37	64	75
32	31	61
5	34	31
86	99	98
99	42	23
3	23	28
57	58	64
83	54	26
73	48	86
97	3	19
70	67	84
58	2	10
46	60	74
87	36	67
39	11	59
4	5	59
70	42	81
43	95	35
19	47	60
7	20	35
15	17	68
85	30	41
43	51	93
9	64	32
11	57	99
65	18	2
53	6	80
52	4	66
94	48	40
24	18	66
32	83	91
36	59	3
74	36	87
90	40	34
60	73	67
39	7	14
37	32	11
77	9	88
12	52	68
79	48	98
25	79	63
22	89	77
30	21	93
81	94	60
23	77	40
82	82	41
91	52	50
56	41	59
82	83	34
24	94	87
52	81	57
58	47	37
27	10	69
50	19	20
77	39	34
30	88	51
50	57	76
19	25	68
43	55	86
86	91	69
88	42	75
93	29	56
56	8	23
94	69	9
22	100	9
41	40	100
63	46	24
78	46	62
94	13	80
65	60	76
51	57	86
26	89	18
57	37	100
100	25	25
42	12	15
97	84	87
15	48	58
63	59	84
19	72	86
98	52	37
59	13	48
55	28	67
31	91	38
60	12	12
17	76	47
68	69	90
8	47	35
19	36	74
41	55	88
58	79	30
15	84	49
38	18	91
55	71	8
96	49	94
100	13	8
95	37	94
9	50	98
29	4	8
80	60	88
19	42	37
45	47	46
13	24	36
92	9	43
59	29	83
42	99	65
82	65	43
100	30	21
7	57	72
60	96	66
64	52	82
65	89	22
25	25	71
6	99	18
61	59	46
17	4	2
87	38	10
41	92	12
29	8	15
12	28	17
69	16	33
91	78	80
48	78	17
94	50	76
52	31	60
51	54	49
97	10	1
57	2	76
43	57	94
22	13	81
92	29	4
54	45	37
59	84	19
78	30	76
45	63	46
34	95	65
59	33	74
34	95	23
93	36	15
85	31	10
25	41	84
15	53	18
11	70	33
69	23	59
98	82	13
76	78	91
50	34	10
1	21	47
18	70	80
96	8	94
76	65	100
47	5	91
86	92	97
17	53	60
50	89	83
58	62	63
26	46	23
36	74	82
82	25	40
56	52	8
98	66	95
8	44	99
78	34	43
56	24	35
14	95	44
82	10	65
92	80	92
91	99	3
64	41	68
41	16	26
6	37	43
73	31	9
19	9	65
82	51	7
72	97	18
13	45	97
3	14	75
77	6	69
51	23	83
25	91	78
59	26	18
67	8	25
47	100	32
94	53	15
39	52	20
29	81	23
12	90	12
54	83	14
89	8	34
75	7	72
48	61	78
79	68	1
32	56	72
73	90	78
16	86	25
73	45	82
56	17	72
1	16	38
79	27	57
43	20	3
21	24	25
4	10	2
27	50	43
18	85	71
56	2	48
27	33	5
31	69	77
57	44	2
3	98	8
59	42	19
79	24	34
98	16	25
2	25	61
28	22	16
40	97	11
76	81	85
32	93	40
14	24	87
4	85	67
17	72	22
91	60	84
80	1	90
39	50	30
49	13	24
75	90	2
12	44	23
36	28	55
37	28	13
63	19	14
7	11	7
41	47	27
54	9	6
58	35	87
95	15	19
2	97	20
84	50	93
92	34	73
74	89	38
90	1	94
26	24	90
20	78	3
88	18	66
31	27	91
34	81	57
48	99	52
50	58	14
94	25	99
33	91	81
13	63	33
66	95	59
19	50	45
68	95	48
12	21	27
64	80	54
35	58	92
51	68	87
92	83	83
59	64	88
89	6	86
72	19	42
59	54	36
81	84	89
97	76	13
83	96	99
2	84	65
37	88	48
19	23	67
56	56	96
3	94	69
3	17	76
56	39	77
34	64	57
50	12	94
34	16	1
96	8	75
99	49	47
37	65	66
5	64	76
53	12	74
74	2	9
87	20	85
91	35	27
16	47	39
8	64	84
83	45	47
57	13	100
22	88	6
50	22	24
78	86	41
6	78	87
11	70	49
49	15	49
45	1	53
87	53	22
16	94	1
72	35	37
82	34	42
27	38	49
84	33	92
8	86	95
43	39	72
63	74	53
35	57	22
59	91	85
95	57	83
53	67	90
60	50	55
56	20	85
40	19	21
83	32	53
92	89	34
11	60	92
48	98	15
30	23	84
42	4	96
69	44	55
91	46	10
8	83	88
4	13	30
34	41	11
10	91	18
1	37	81
47	22	81
72	18	80
69	84	71
7	33	59
31	46	85
23	30	55
52	95	84
87	59	26
34	90	60
95	15	80
81	48	43
74	66	13
88	3	20
56	1	57
56	97	6
1	26	19
18	74	80
53	63	18
29	4	5
73	5	58
82	13	44
99	70	23
41	94	21
62	53	18
37	92	35
97	61	50
61	75	19
76	84	8
10	89	92
41	52	94
69	63	57
94	20	49
38	80	5
39	2	89
95	22	92
5	51	61
54	23	70
9	88	80
41	83	85
34	20	63
33	70	25
36	96	66
81	17	70
76	53	57
90	54	36
42	74	93
1	15	3
75	86	33
91	32	80
69	96	85
43	95	37
90	48	39
9	67	66
27	47	24
11	53	76
88	99	74
95	4	35
42	65	83
72	1	31
69	38	100
50	7	95
17	26	64
98	72	16
32	76	63
97	46	87
31	29	2
65	32	70
3	63	5
82	98	76
94	24	99
20	96	65
76	47	87
38	71	93
28	28	13
50	97	98
34	23	43
15	87	17
76	8	60
56	41	43
75	36	95
51	98	42
58	31	81
48	57	33
35	31	73
40	43	12
97	48	37
70	69	80
68	59	95
77	31	10
43	81	47
85	57	26
17	51	63
7	23	36
30	45	7
28	24	62
87	3	11
16	98	4
1	16	54
75	70	14
16	1	49
58	99	33
33	93	69
9	73	32
84	58	8
15	23	5
12	65	45
87	55	23
86	82	30
1	94	79
19	19	55
20	71	20
35	27	100
8	45	2
97	62	55
60	90	58
58	22	18
29	96	81
22	81	24
100	7	96
76	64	71
5	63	17
15	1	16
53	92	80
18	84	11
32	15	38
66	17	52
31	60	39
66	82	17
96	55	99
9	68	55
36	56	31
74	76	49
52	90	98
73	33	40
4	85	30
28	58	50
27	21	77
5	94	92
53	99	11
32	21	50
72	58	91
98	70	6
59	75	94
94	92	7
78	99	16
28	33	37
73	2	89
13	78	46
23	56	22
75	99	91
100	64	44
28	76	84
26	17	79
55	32	82
88	16	7
20	48	9
61	59	85
57	62	49
45	77	4
85	80	25
91	90	100
55	58	83
22	56	94
18	57	53
46	35	23
16	58	30
3	91	25
53	84	99
82	18	76
80	30	92
34	6	25
28	76	10
58	61	6
85	37	77
22	56	29
60	71	21
50	52	63
9	14	19
75	17	88
37	44	34
71	57	42
98	53	60
30	39	34
91	97	10
60	32	40
55	50	59
92	50	32
38	36	53
90	87	64
86	6	54
57	22	88
55	48	71
88	11	20
18	98	24
100	13	51
42	40	99
47	19	42
23	66	22
89	96	20
71	66	77
59	75	33
83	23	45
56	27	11
69	97	25
57	86	73
34	1	84
52	30	96
12	77	23
68	70	23
87	43	20
55	28	5
88	52	85
95	75	71
82	76	59
75	66	14
5	5	100
73	49	55
5	36	100
5	70	14
49	72	28
10	99	17
10	71	28
81	42	32
45	46	12
95	99	2
58	97	84
13	81	1
31	54	69
60	69	86
74	31	100
28	56	70
73	67	93
83	49	76
17	37	58
91	76	100
39	7	62
28	30	92
29	12	80
1	22	66
8	93	31
63	48	80
95	30	22
4	86	62
68	49	52
67	79	7
84	85	98
13	25	95
17	73	48
39	28	68
2	13	7
40	16	21
59	2	63
78	98	72
20	89	55
3	39	72
78	91	32
85	41	45
98	70	46
69	25	83
96	61	30
57	97	86
61	2	51
44	20	3
78	12	18
93	58	13
18	47	55
51	83	38
80	21	34
51	97	22
33	50	72
50	78	94
10	82	88
52	53	17
99	10	29
87	89	44
84	38	41
56	25	87
89	32	73
74	53	7
39	46	77
67	95	72
94	28	23
97	31	23
55	40	97
46	52	26
26	53	2
27	33	74
11	74	93
4	1	22
56	76	57
91	92	42
92	63	20
29	53	63
78	3	2
24	20	87
61	60	39
48	58	66
49	3	12
27	28	58
52	30	83
96	17	20
25	10	23
18	99	71
69	89	100
89	79	60
80	9	17
1	91	91
4	45	60
87	36	59
81	83	17
52	28	23
30	31	93
11	40	40
21	77	17
63	56	65
75	15	67
35	77	74
79	9	5
95	72	15
10	56	39
11	8	24
98	64	89
68	7	56
14	13	58
13	26	54
81	79	29
2	30	79
58	27	32
84	27	82
84	23	65
22	23	99
53	52	42
4	56	34
79	18	59
21	50	68
44	76	43
19	3	1
92	11	83
69	76	65
3	16	17
41	57	36
